_unit_id,_last_judgment_at,sentiment,sentiment:confidence,date,id,query,text
623496289,12/12/14 22:03,negative,0.6838,Wed Dec 03 14:59:43 +0000 2014,5.4E+017,#AAPL OR @Apple,GOSH DARNIT @Apple I DONT KNOW WHAT THE CLOUD IS
623496295,12/12/14 1:20,negative,1,Wed Dec 03 15:02:37 +0000 2014,5.4E+017,#AAPL OR @Apple,@jakeflem @Apple We've previously had to deal with this issue it's really annoying. Try to reset the NVRAM http://t.co/EoIAf3wO5f
623496296,12/12/14 20:01,negative,1,Wed Dec 03 15:02:58 +0000 2014,5.4E+017,#AAPL OR @Apple,tell ur update to stop capitalizing everything @apple
623496297,12/11/14 14:52,negative,1,Wed Dec 03 15:03:39 +0000 2014,5.4E+017,#AAPL OR @Apple,@SSComposer @Apple seems to ignore any key presses like command r and is just doing its own thing.
623496299,12/11/14 22:17,negative,1,Wed Dec 03 15:04:10 +0000 2014,5.4E+017,#AAPL OR @Apple,@briannaUrie @Apple Their autocorrect is so shit too
623496300,12/12/14 14:04,negative,1,Wed Dec 03 15:04:42 +0000 2014,5.4E+017,#AAPL OR @Apple,"@jakeflem @Apple But it won't fix the problem for good, could back and you might have to change the logic board, check with  Apple Genius :("
623496301,12/12/14 0:39,positive,0.7297,Wed Dec 03 15:06:55 +0000 2014,5.4E+017,#AAPL OR @Apple,"#Kantar: @Apple [#Apple] On Track For 'Record Quarter' As #iPhone6 Sales Bump Up Its .... (#Wednesday, 3 #December) http://t.co/HDmGr8fwYA"
623496302,12/12/14 21:50,negative,0.6661,Wed Dec 03 15:09:33 +0000 2014,5.4E+017,#AAPL OR @Apple,@SaifBinS3eed @Apple get the cloud to butt extension on your web browser
623496304,12/12/14 21:03,negative,0.5167,Wed Dec 03 15:14:04 +0000 2014,5.4E+017,#AAPL OR @Apple,http://t.co/N87ZYWyaKQ #YotaPhone2 is the future of cell phones. @apple and @samsung should be scared.
623496305,12/11/14 21:56,positive,0.6425,Wed Dec 03 15:14:18 +0000 2014,5.4E+017,#AAPL OR @Apple,CNBCTV:  #Cramer: #Apple has no real competition #aapl http://t.co/8cYgzEZQPN
623496306,12/11/14 19:05,negative,1,Wed Dec 03 15:14:47 +0000 2014,5.4E+017,#AAPL OR @Apple,CNBCTV:  #Chromecast beats #AppleTV #aapl http://t.co/uX3vYSzHhu
623496310,12/12/14 2:08,negative,1,Wed Dec 03 15:19:34 +0000 2014,5.4E+017,#AAPL OR @Apple,@jokigenki @Apple I think it's like 2011? Can't look right now.
623496312,12/12/14 13:46,negative,1,Wed Dec 03 15:22:09 +0000 2014,5.4E+017,#AAPL OR @Apple,"Lowkey, Yosemite trash af I cant use my logic express 9 anymore @Apple yall irritating the fuck outta me - Sincerely a disgruntled person"
623496314,12/12/14 9:30,negative,1,Wed Dec 03 15:24:18 +0000 2014,5.4E+017,#AAPL OR @Apple,@jakeflem @Apple Yes It seems to fix it good the first time and then as time passes it deterioates until you have to change logic board
623496315,12/11/14 21:16,positive,1,Wed Dec 03 15:26:12 +0000 2014,5.4E+017,#AAPL OR @Apple,@jakeflem @Apple  Sorry that you're going through that hope you get this fix it was a real pain for us too  but Apple care cover it for free
623496317,12/12/14 12:37,negative,1,Wed Dec 03 15:28:51 +0000 2014,5.4E+017,#AAPL OR @Apple,They gotta DO something '@_iRapeCouches: @SydneyA @Apple SO TRASH my computer keeps freezing &amp; being dumb af after i upgraded to Yosemite
623496318,12/11/14 18:41,negative,0.7399,Wed Dec 03 15:29:32 +0000 2014,5.4E+017,#AAPL OR @Apple,@_LanaCarine_ @Apple doesn't have a twitter @Applebees this is your problem now
623496320,12/12/14 22:03,negative,0.6619,Wed Dec 03 15:45:09 +0000 2014,5.4E+017,#AAPL OR @Apple,@umo_games @Apple yeah no AppleCare here haha.
623496322,12/12/14 3:41,positive,0.6904,Wed Dec 03 15:48:48 +0000 2014,5.4E+017,#AAPL OR @Apple,"Huge iPhone 6 Sales Push iOS market Share Up Worldwide: Report $AAPL #aapl
http://t.co/Ogook0fGLQ"
623496326,12/12/14 14:43,positive,0.6643,Wed Dec 03 15:55:35 +0000 2014,5.4E+017,#AAPL OR @Apple,"Taking Apple's Lead, Amazon Gets Physical - News - Harvard Business School http://t.co/UensGejRaJ @HBS @Apple"
623496330,12/12/14 2:50,negative,1,Wed Dec 03 16:02:03 +0000 2014,5.4E+017,#AAPL OR @Apple,Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple
623496332,12/12/14 13:42,positive,1,Wed Dec 03 16:02:53 +0000 2014,5.4E+017,#AAPL OR @Apple,7 awesome paid #iPhone and #iPad apps that are free for a limited time via @BGR #aapl http://t.co/AAAkSIIgP0
623496335,12/11/14 21:02,negative,1,Wed Dec 03 16:05:52 +0000 2014,5.4E+017,#AAPL OR @Apple,Did anyone update their Yosemite? My macbook is running like shit. @apple #apple
623496337,12/11/14 22:25,positive,1,Wed Dec 03 16:07:59 +0000 2014,5.4E+017,#AAPL OR @Apple,"Kantar: iPhone 6 helps Apple gain share over Android, iPhone 5c outselling iPhone 6 Plus in US $AAPL #aapl
http://t.co/YLL678kOkn"
623496338,12/12/14 13:41,negative,0.7689,Wed Dec 03 16:08:37 +0000 2014,5.4E+017,#AAPL OR @Apple,"@jakeflem @Apple That sucks, don't know what it cost in dollars but for us that was �400 :("
623496348,12/11/14 19:08,negative,1,Wed Dec 03 16:19:21 +0000 2014,5.4E+017,#AAPL OR @Apple,"@sethlouey @Apple iOS updates bricked Trish's phone too, seems like the Apple is getting a bit rotten"
623496350,12/12/14 14:49,positive,0.6678,Wed Dec 03 16:22:40 +0000 2014,5.4E+017,#AAPL OR @Apple,What's at the core of @Apple's new #iOS7? Excellent updates for your phone's #mobilesecurity. #McAfee - http://t.co/pVo68ZVdq4
623496359,12/12/14 1:50,negative,1,Wed Dec 03 16:37:28 +0000 2014,5.4E+017,#AAPL OR @Apple,"Guys at @Apple, is this serious? #Yosemite full of stupid and ugly bugs. Feeling #sad. (cc @tim_cook,@therealjonyive) http://t.co/42Mjc3SsJE"
623496360,12/12/14 21:27,positive,0.5259,Wed Dec 03 16:37:40 +0000 2014,5.4E+017,#AAPL OR @Apple,#iPhone6 #Plus Grabs 41% of U.S. #Phablet Sales #aapl http://t.co/BiTmwU5e4F
623496362,12/12/14 2:32,negative,1,Wed Dec 03 16:42:51 +0000 2014,5.4E+017,#AAPL OR @Apple,Can't believe @Apple said melted keys on Mac Pro is not under warranty for a machine less than a year old. Asking for �500 to repair.
623496367,12/12/14 11:12,negative,1,Wed Dec 03 16:57:11 +0000 2014,5.4E+017,#AAPL OR @Apple,Hey @apple are you even thinking about fixing your wifi issues? #YosemiteProblems
623496370,12/12/14 9:01,negative,0.5213,Wed Dec 03 17:02:41 +0000 2014,5.4E+017,#AAPL OR @Apple,.@Samsungtweets adds some heavyhitting #digitalhealth partners to rival @Apple via @mobihealthnews http://t.co/2vBZ9L8UX5
623496371,12/12/14 11:16,negative,1,Wed Dec 03 17:03:09 +0000 2014,5.4E+017,#AAPL OR @Apple,"If you listen to @apple, you'd think the only way to keep your brain sharp is thru certain apps they provide/sell. Uh...reading, muhfugs"
623496372,12/12/14 2:23,positive,1,Wed Dec 03 17:05:33 +0000 2014,5.4E+017,#AAPL OR @Apple,"The customer service from @apple  is the BEST. In for years having and enjoying their products, I have ZERO complains. Thanks #apple"
623496375,12/12/14 2:32,negative,1,Wed Dec 03 17:09:20 +0000 2014,5.4E+017,#AAPL OR @Apple,// when i have gone through 6 iphone chargers in the past montht hank s @apple
623496376,12/11/14 22:30,negative,1,Wed Dec 03 17:10:48 +0000 2014,5.4E+017,#AAPL OR @Apple,RT @hypebot: Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple
623496381,12/12/14 13:46,positive,1,Wed Dec 03 17:22:32 +0000 2014,5.4E+017,#AAPL OR @Apple,@umo_games @Apple thanks for the info. Genius was able to get the computer booted by forcing the discreet video card on boot
623496383,12/12/14 13:30,negative,1,Wed Dec 03 17:26:01 +0000 2014,5.4E+017,#AAPL OR @Apple,Every new iPhone or update spellcheck suppress my greatness more and more...stop trying to tell me what to type @apple!!!
623496385,12/12/14 8:56,negative,0.6708,Wed Dec 03 17:28:34 +0000 2014,5.4E+017,#AAPL OR @Apple,you know why Mac users were so happy to get TurdBolt? because @apple eschewed eSATA since its inception. nut kicks to DEAD Steve.
623496388,12/12/14 8:41,negative,1,Wed Dec 03 17:34:11 +0000 2014,5.4E+017,#AAPL OR @Apple,"More expensive @Apple products failing after less than 18 months.  No warranty, no recourse. Why is it we buy this junk again?"
623496399,12/12/14 11:12,positive,1,Wed Dec 03 17:44:06 +0000 2014,5.4E+017,#AAPL OR @Apple,Got to hear about the new patent by apple ... and that's a quite innovative idea.... @apple.  The mobile screen will never break in future
623496400,12/11/14 14:23,positive,0.8365,Wed Dec 03 17:44:16 +0000 2014,5.4E+017,#AAPL OR @Apple,@jakeflem @Apple Yeay! Glad it all worked out for you :)
623496402,12/11/14 9:49,negative,1,Wed Dec 03 17:47:28 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple pls let me know when yr sorti out problems wi ipadmini its freezing slow http://t.co/Ou8SsWA6jT
623496406,12/12/14 8:52,negative,1,Wed Dec 03 17:53:19 +0000 2014,5.4E+017,#AAPL OR @Apple,Whoever downgrades from a iphone 6 to a 5S obviously doesn't understand the extra 20% battery life. Every morning my 5S is dead. @apple
623496407,12/12/14 2:57,negative,1,Wed Dec 03 17:53:49 +0000 2014,5.4E+017,#AAPL OR @Apple,@Shagale @apple why'd you do this to us?!
623496410,12/12/14 9:14,negative,1,Wed Dec 03 17:57:53 +0000 2014,5.4E+017,#AAPL OR @Apple,@HeadxCreeps @Apple fuck you apple
623496419,12/12/14 21:05,negative,0.6517,Wed Dec 03 18:02:08 +0000 2014,5.4E+017,#AAPL OR @Apple,This new phone sucks I can't make it stand up or on its side I can't wait for the iPhone 7 @apple fix this you dingles
623496420,12/12/14 21:09,negative,1,Wed Dec 03 18:04:05 +0000 2014,5.4E+017,#AAPL OR @Apple,Idk if it's my phone or WHAT ! Ip6 ain't shit but problems. @apple fix this shit !!
623496421,12/12/14 17:00,negative,1,Wed Dec 03 18:04:42 +0000 2014,5.4E+017,#AAPL OR @Apple,"The iPhone 6 May Have A Longer Upgrade Cycle - If So, Expect Unit Sales To Fall $AAPL #aapl
http://t.co/eP1ZksHNqJ"
623496423,12/12/14 21:55,negative,1,Wed Dec 03 18:06:52 +0000 2014,5.4E+017,#AAPL OR @Apple,waiting a week for a DUNS number is preventing me from being able to build and release a client's iOS app. @apple why do you hate me so?
623496425,12/12/14 2:13,negative,1,Wed Dec 03 18:15:00 +0000 2014,5.4E+017,#AAPL OR @Apple,"last month ip cable this month earpiece, give me a break @apple"
623496427,12/12/14 21:27,negative,0.5259,Wed Dec 03 18:22:51 +0000 2014,5.4E+017,#AAPL OR @Apple,"More Evidence That Apple, Inc. Needs to Refresh Apple TV http://t.co/thn87b3iTb #AAPL"
623496428,12/11/14 18:44,negative,1,Wed Dec 03 18:25:36 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple sometimes I have to restart my phone to make Siri do speak selection and it's annoying #fixit
623496430,12/12/14 3:07,negative,0.6882,Wed Dec 03 18:30:03 +0000 2014,5.4E+017,#AAPL OR @Apple,#AAPL:Apple back in court with $1 billion on the line...http://t.co/MdUQi14XQK
623496432,12/12/14 14:45,positive,1,Wed Dec 03 18:34:25 +0000 2014,5.4E+017,#AAPL OR @Apple,"Companies i admire : @3QDigital @vaynermedia @apple. It must rocks to work there, because mainly of their boss and their culture."
623496436,12/12/14 21:09,positive,0.7024,Wed Dec 03 18:38:21 +0000 2014,5.4E+017,#AAPL OR @Apple,dear @apple Karen wins for best customer service ever. she waited on hold for 12 minutes to help me while I waited on hold w/ my bank
623496437,12/12/14 3:58,positive,1,Wed Dec 03 18:43:55 +0000 2014,5.4E+017,#AAPL OR @Apple,@ABillaut @VaynerMedia @Apple Thanks so much!
623496440,12/12/14 4:03,negative,1,Wed Dec 03 18:49:06 +0000 2014,5.4E+017,#AAPL OR @Apple,Julian Robertson Still Bullish On Apple Inc. http://t.co/TZR1tF5Gv6 #AAPL
623496442,12/11/14 20:55,positive,0.6722,Wed Dec 03 18:59:23 +0000 2014,5.4E+017,#AAPL OR @Apple,"Apple's iPhone Gained Significant Share In The US, Japan, Germany And Great Britain http://t.co/m6e1RP7g6C via @forbes #AAPL #iPhone6"
623496444,12/12/14 2:56,negative,1,Wed Dec 03 19:00:58 +0000 2014,5.4E+017,#AAPL OR @Apple,Why did @apple send me a new computer today and it is broken... #whyamihavingtomakegeniusbarappointmentsalready
623496445,12/12/14 8:58,negative,1,Wed Dec 03 19:01:15 +0000 2014,5.4E+017,#AAPL OR @Apple,"OK, utterly rediculous! Takes 2 hrs to do a simple thing like syncing a ringtone? Itunes Accessability is horific! Again! Rediculous! @Apple"
623496448,12/12/14 0:52,negative,0.6587,Wed Dec 03 19:07:24 +0000 2014,5.4E+017,#AAPL OR @Apple,RT @SaifBinS3eed: This new phone sucks I can't make it stand up or on its side I can't wait for the iPhone 7 @apple fix this you dingles
623496449,12/12/14 3:58,positive,1,Wed Dec 03 19:08:11 +0000 2014,5.4E+017,#AAPL OR @Apple,Goodbye graphics problems. Thank you @apple for such great customer service. http://t.co/XVB8utXOU3
623496450,12/12/14 21:49,positive,1,Wed Dec 03 19:08:15 +0000 2014,5.4E+017,#AAPL OR @Apple,Goodbye graphics problems. Thank you @apple for such great customer service. http://t.co/uvohriZKYE
623496451,12/12/14 2:25,positive,1,Wed Dec 03 19:10:36 +0000 2014,5.4E+017,#AAPL OR @Apple,#Apple dominates mobile online shopping at 78 percent in US #aapl http://t.co/1fqoPIhObO
623496453,12/12/14 13:02,negative,1,Wed Dec 03 19:15:05 +0000 2014,5.4E+017,#AAPL OR @Apple,Hey @Apple I think u need a new product: iPster
623496458,12/12/14 3:01,negative,1,Wed Dec 03 19:19:25 +0000 2014,5.4E+017,#AAPL OR @Apple,@BestBuySupport Now I'm being told because it was an @Apple product the price can't be overrided. Must pay full price then call back for an
623496462,12/12/14 3:13,negative,1,Wed Dec 03 19:29:28 +0000 2014,5.4E+017,#AAPL OR @Apple,My phone died on 23% @apple what the fuck is this
623496464,12/11/14 22:09,positive,0.7903,Wed Dec 03 19:31:25 +0000 2014,5.4E+017,#AAPL OR @Apple,I just got my powerbeats2 back from repair. Shoutout to @Apple x @Beatsbydre
623496465,12/12/14 3:13,positive,1,Wed Dec 03 19:32:56 +0000 2014,5.4E+017,#AAPL OR @Apple,@sashametro @mayhembcn @apple happy to help..if u use kind words :). Using apple process is free and fast. http://t.co/qQGQokjaxE. DM with ?
623496467,12/12/14 2:53,negative,1,Wed Dec 03 19:35:23 +0000 2014,5.4E+017,#AAPL OR @Apple,"Note to @apple, Mail STILL has trouble sending.  The last update didn't fix it.  Mail that doesn't send?  Not so useful."
623496468,12/12/14 12:17,positive,0.651,Wed Dec 03 19:39:54 +0000 2014,5.4E+017,#AAPL OR @Apple,@jakeflem @Apple good we got a new shiny macs too so we will keep this handy!
623496469,12/12/14 21:11,negative,1,Wed Dec 03 19:40:12 +0000 2014,5.4E+017,#AAPL OR @Apple,"Fucking goddamn stupid @apple @iTunes , ur too fucked up! #JustSayin #iTunes"
623496471,,negative,0.8185,Wed Dec 03 19:44:55 +0000 2014,5.4E+017,#AAPL OR @Apple,my phone dropped and this happened?? @apple you wanna help me out http://t.co/O76sbWX03n
623496475,12/12/14 11:13,positive,0.6635,Wed Dec 03 19:47:34 +0000 2014,5.4E+017,#AAPL OR @Apple,"Apple's iPhone Gained Significant Share In The US, Japan, Germany And Great Britain $AAPL #aapl
http://t.co/KOUGLOzPZ8"
623496476,12/12/14 21:34,negative,1,Wed Dec 03 19:49:38 +0000 2014,5.4E+017,#AAPL OR @Apple,RT @ColtonObrian: My phone died on 23% @apple what the fuck is this
623496477,12/12/14 22:03,negative,1,Wed Dec 03 19:50:59 +0000 2014,5.4E+017,#AAPL OR @Apple,Activation of AirDrop on iOS 8.1.1 kills WiFi !! What have you done @Apple ???
623496481,12/11/14 20:56,negative,1,Wed Dec 03 19:57:30 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple  #ios8 #iphone6 #issues device with voicemail. 4 the phone being a phone it seems under developed. Ie:listen message and take a note!
623496482,12/12/14 16:21,positive,1,Wed Dec 03 19:59:13 +0000 2014,5.4E+017,#AAPL OR @Apple,"Apple's iPhone 6 Plus Amazingly Captures 41% of the Phablet Market Right out of the Gate $AAPL #aapl
http://t.co/hv7jiOO6S0"
623496485,12/12/14 19:38,positive,0.7456,Wed Dec 03 20:09:24 +0000 2014,5.4E+017,#AAPL OR @Apple,"The iPhone 6 Plus Will Be Huge In China This Spring $AAPL #aapl
http://t.co/9n6hBzsuVJ"
623496491,12/12/14 14:51,negative,0.3562,Wed Dec 03 20:16:41 +0000 2014,5.4E+017,#AAPL OR @Apple,@googlenexus Support said can't test NFC so can't assume my phone is not working. Keep saying can't DOES HELP. I'll go back to @Apple.
623496492,12/11/14 14:05,negative,1,Wed Dec 03 20:20:06 +0000 2014,5.4E+017,#AAPL OR @Apple,.@tim_cook That rage when dealing @Apple Geniuses when they maintain 'it's not a known issue' when a simple google search shows it's a big 1
623496494,12/12/14 21:42,positive,0.6513,Wed Dec 03 20:23:28 +0000 2014,5.4E+017,#AAPL OR @Apple,"Barclays Raises AAPL Price Target by 17% to $140 $AAPL #aapl
http://t.co/DGru02BTk4"
623496495,12/11/14 21:00,negative,0.6722,Wed Dec 03 20:29:50 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple help! My Mac memory has been cleared and now it's asking for a password? It's not the old one and I can't get on it!
623496497,12/12/14 11:18,positive,0.6635,Wed Dec 03 20:32:33 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple happy new month
623496499,12/11/14 18:39,negative,0.6673,Wed Dec 03 20:36:59 +0000 2014,5.4E+017,#AAPL OR @Apple,@RedXPower @ChristmasCount @Apple apples are meant to be healthy
623496500,12/12/14 2:00,negative,1,Wed Dec 03 20:37:17 +0000 2014,5.4E+017,#AAPL OR @Apple,@RedXPower @ChristmasCount @Apple but these phones make people fat lol
623496504,12/12/14 21:49,negative,1,Wed Dec 03 20:49:00 +0000 2014,5.4E+017,#AAPL OR @Apple,#Siri never understands me. She just said she was 'new 2 my language' and didn't get me. I speak English without major accent. #Apple @Apple
623496505,12/12/14 3:32,negative,0.6839,Wed Dec 03 20:50:25 +0000 2014,5.4E+017,#AAPL OR @Apple,BLOCK TRADE detected in #AAPL
623496507,12/12/14 9:26,positive,0.5327,Wed Dec 03 20:51:11 +0000 2014,5.4E+017,#AAPL OR @Apple,Thanks @lausd @apple and @pearson for the great leadership.Federal grand jury subpoenaed documents from L.A. Unified http://t.co/SgGqVMczlH
623496509,12/12/14 21:15,negative,0.6758,Wed Dec 03 20:53:32 +0000 2014,5.4E+017,#AAPL OR @Apple,"@BedBathBeyond you're selling this lightning cord, doesn't work. #AccessoryMayNotBeSupported @apple what's the deal? http://t.co/QvqDqbIlnL"
623496511,12/12/14 21:54,positive,0.6538,Wed Dec 03 20:53:58 +0000 2014,5.4E+017,#AAPL OR @Apple,"my @apple badge finally works at my work site, just tore the guest sticker badge into many, many pieces ... feel like a new man!"
623496512,12/12/14 21:57,negative,1,Wed Dec 03 20:55:03 +0000 2014,5.4E+017,#AAPL OR @Apple,@BedBathBeyond I could of just gone to Canal Street for a knockoff #CmonMan And @apple Why must I pay $30 for a lightning cord?
623496515,12/11/14 21:56,negative,0.7439,Wed Dec 03 21:00:34 +0000 2014,5.4E+017,#AAPL OR @Apple,Another lawsuit against @Apple - this one is about #iPod antitrust tactics in #iTunes http://t.co/QSA1R6soQe
623496516,12/12/14 12:11,negative,0.651,Wed Dec 03 21:00:42 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple to Pay $24 Million for Infringing on Ancient Pager #Patents http://t.co/L1Mn38VvmV Sure...why not. #intellectualproperty #IP #pgsIP
623496519,12/12/14 9:10,negative,1,Wed Dec 03 21:10:56 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple why can't i fnd netbot on app store !? help ASAP
623496522,12/11/14 18:42,negative,1,Wed Dec 03 21:23:44 +0000 2014,5.4E+017,#AAPL OR @Apple,Wow. Yall needa step it up @Apple RT @heynyla: Music and snapchat at the same damn time. Thank you #Note4
623496523,12/11/14 19:03,negative,0.6833,Wed Dec 03 21:24:04 +0000 2014,5.4E+017,#AAPL OR @Apple,You should be able to leave FaceTime video messages @apple
623496525,12/12/14 0:00,negative,1,Wed Dec 03 21:33:09 +0000 2014,5.4E+017,#AAPL OR @Apple,@sampepper can not believe that @apple are still with you given the nature of what u have been accused of.   disgusting.
623496526,12/12/14 21:09,negative,0.7024,Wed Dec 03 21:41:40 +0000 2014,5.4E+017,#AAPL OR @Apple,Why can't I hide the gray controller on the DVD player? What heck? @apple http://t.co/izCIqWbtFL
623496528,12/11/14 22:09,negative,0.6882,Wed Dec 03 21:54:30 +0000 2014,5.4E+017,#AAPL OR @Apple,"@pdbogen Yeah, it's not for everyone. I sold my soul to @Apple a while ago. Thanks for the link!"
623496529,12/11/14 18:38,negative,1,Wed Dec 03 21:55:08 +0000 2014,5.4E+017,#AAPL OR @Apple,@whereiscooldude @Cyrus_T_Virus @Apple wait no im okay here but yeah actually we should burn it down
623496533,12/12/14 7:04,negative,1,Wed Dec 03 22:05:13 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple @verizon where the fuck is my phone it shouldn't take this long.
623496539,12/11/14 22:25,positive,1,Wed Dec 03 22:20:16 +0000 2014,5.4E+017,#AAPL OR @Apple,Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: http://t.co/XpOzPTnWSV
623496540,12/12/14 21:31,negative,1,Wed Dec 03 22:22:40 +0000 2014,5.4E+017,#AAPL OR @Apple,@LIMFestival lolol. Stupid phone. Should say best and most varied. @apple sort this phone out. Apols.
623496541,12/12/14 1:40,negative,1,Wed Dec 03 22:23:13 +0000 2014,5.4E+017,#AAPL OR @Apple,"Shockingly, iMessage on the desktop is fucked up again. Great work, @apple. Seriously, on point with network services as only you can do."
623496542,12/12/14 18:27,positive,0.6539,Wed Dec 03 22:25:27 +0000 2014,5.4E+017,#AAPL OR @Apple,"@Technical_Chart ust sayin', #AAPL is still the king...."
623496545,12/12/14 9:11,negative,1,Wed Dec 03 22:35:28 +0000 2014,5.4E+017,#AAPL OR @Apple,"@Apple - What if I don't want my money going to Africa to fight AIDS?  We have problems here we need to fight.

#apple #africa @cnn #cnn"
623496551,12/12/14 15:02,negative,1,Wed Dec 03 22:51:57 +0000 2014,5.4E+017,#AAPL OR @Apple,my laptop battery went straight from 60% to 3% @apple
623496552,12/12/14 6:43,negative,0.7044,Wed Dec 03 22:53:08 +0000 2014,5.4E+017,#AAPL OR @Apple,"Last yearI bought 'Superman' and 'Superman Returns' from @iTunes, now they aren't available for me to stream, and @apple has no real answer."
623496553,12/12/14 3:55,negative,1,Wed Dec 03 22:53:45 +0000 2014,5.4E+017,#AAPL OR @Apple,I will definitely think carefully in the future about buying something from @itunes if @apple Support can't even tell me what's going wrong.
623496563,12/12/14 1:58,negative,1,Wed Dec 03 23:46:52 +0000 2014,5.4E+017,#AAPL OR @Apple,THIS 16GB IS GOING TO KILL ME. IM THIS CLOSE TO TAKING A SHIT ON MY PHONE @Iphone @apple
623496566,12/11/14 22:07,positive,1,Wed Dec 03 23:56:11 +0000 2014,5.4E+017,#AAPL OR @Apple,"But I'm beyond thankful for the help @Apple gave me today. Computer was defective and they replaced it, while I just payed the difference"
623496573,12/12/14 11:13,negative,1,Thu Dec 04 00:02:16 +0000 2014,5.4E+017,#AAPL OR @Apple,if i fail poli sci because of this fucking laptop i'm suing @apple
623496574,12/12/14 3:39,positive,0.7429,Thu Dec 04 00:02:37 +0000 2014,5.4E+017,#AAPL OR @Apple,Got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red #productred #aids #founda... http://t.co/Zfgt6VPJMz
623496576,12/12/14 9:08,negative,1,Thu Dec 04 00:08:40 +0000 2014,5.4E+017,#AAPL OR @Apple,Wtf.. My phone is in do not disturb and I'm still getting notifications.. Fix this shit @Applebees @apple
623496577,12/12/14 9:28,negative,1,Thu Dec 04 00:21:02 +0000 2014,5.4E+017,#AAPL OR @Apple,Currently on hold with @Apple in Cupertino to try to set up a Genius Bar appointment in Madrid #dontask
623496578,12/12/14 1:24,positive,1,Thu Dec 04 00:24:17 +0000 2014,5.4E+017,#AAPL OR @Apple,First tweet from my new @apple #iPhone 6 Plus. #newtoy
623496580,12/12/14 12:18,negative,1,Thu Dec 04 00:25:50 +0000 2014,5.4E+017,#AAPL OR @Apple,you just did too much you asshole. @apple get your shit together.
623496581,12/12/14 21:11,negative,1,Thu Dec 04 00:29:10 +0000 2014,5.4E+017,#AAPL OR @Apple,So @apple wouldn't fix my phone and claims that I didn't tell them to screen was fucked.
623496587,12/12/14 21:54,negative,1,Thu Dec 04 00:41:01 +0000 2014,5.4E+017,#AAPL OR @Apple,"#iPhone6 users complain to @Apple [#Apple] about front. (#Wednesday, 3 #December) http://t.co/PiCjZ3u6us"
623496593,12/12/14 13:41,positive,0.6624,Thu Dec 04 00:54:56 +0000 2014,5.4E+017,#AAPL OR @Apple,Got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red ... http://t.co/eiT3tsudcu http://t.co/U2w19NhHMU
623496599,12/12/14 0:44,negative,0.6492,Thu Dec 04 01:07:11 +0000 2014,5.4E+017,#AAPL OR @Apple,.@google Trumps @Apple In Streaming Media Sales http://t.co/c46Dr8M3gA
623496600,12/12/14 2:08,negative,1,Thu Dec 04 01:08:56 +0000 2014,5.4E+017,#AAPL OR @Apple,Apple Secretly Deleted iPod Owners' Songs Downloaded From Competing Music Services http://t.co/glvCdIKMwG #AAPL
623496601,12/12/14 12:11,negative,1,Thu Dec 04 01:09:24 +0000 2014,5.4E+017,#AAPL OR @Apple,"dear @apple, 

why oh why do I have to baby sit copying files in the POS Finder? it's not like copying files is hard. oh wait, it's you."
623496603,12/12/14 21:42,negative,1,Thu Dec 04 01:21:12 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple please get yourself together! I need my products to work!
623496604,12/11/14 14:38,negative,0.7916,Thu Dec 04 01:37:37 +0000 2014,5.4E+017,#AAPL OR @Apple,"dear @apple,

now it's MY fault that your POS Macbook airquotes PRO does not have fast ports. drop the PRO in the future. #toycomputer"
623496605,12/12/14 2:08,negative,1,Thu Dec 04 01:47:07 +0000 2014,5.4E+017,#AAPL OR @Apple,"@apple Hi! A few days ago I purchase 2 ringtones and non of them appear on my phone or purchased, but they appear in my credit card"
623496607,12/11/14 22:27,positive,0.344,Thu Dec 04 02:00:57 +0000 2014,5.4E+017,#AAPL OR @Apple,@APPLE IF YOU DIDNT MAKE SUCH GOOD PRODUCTS I WOULD BOYCOTT YOU FOREVER
623496608,12/12/14 9:39,negative,1,Thu Dec 04 02:02:55 +0000 2014,5.4E+017,#AAPL OR @Apple,"As the sun devils were making their 20-2 run on us, my phone called 4 people and hung up on them all on it's own. WTF! #iphoneissues @apple"
623496609,12/12/14 21:42,negative,1,Thu Dec 04 02:05:33 +0000 2014,5.4E+017,#AAPL OR @Apple,#Apple admits it deleted songs purchased through competing stores from iPods ... - http://t.co/5YDlxI8TJ5 #AAPL #RealNetworks
